vehicle,time,voltage,soc
CUP2,2022-12-15 09:41:15.641,424.445,70.766
CUP2,2022-12-15 09:45:46.651,424.979,71.107
CUP2,2022-12-15 09:54:43.040,426.7,71.607
CUP2,2022-12-15 09:59:27.112,422.218,71.826
CUP2,2022-12-15 10:00:52.493,416.589,71.046
CUP2,2022-12-15 10:05:13.301,417.238,69.677
CUP2,2022-12-15 10:12:14.549,417.543,69.2
CUP2,2022-12-15 13:09:55.703,418.068,69.2
CUP2,2022-12-15 13:14:21.601,414.066,69.14
CUP2,2022-12-15 13:15:41.767,409.622,67.293
CUP2,2022-12-15 13:20:02.637,414.086,66.661
CUP2,2022-12-19 08:48:42.703,413.483,66.176
CUP2,2022-12-19 08:54:30.974,414.114,66.0
CUP2,2022-12-19 08:55:01.079,421.198,66.251
CUP2,2022-12-19 09:03:27.615,422.591,66.98
CUP2,2022-12-19 09:07:48.360,423.272,67.668
CUP2,2022-12-19 09:12:24.095,423.786,68.31
CUP2,2022-12-19 09:15:04.472,424.281,68.95
CUP2,2022-12-19 09:21:25.571,425.42,69.777
CUP2,2022-12-19 09:28:22.732,426.399,70.434
CUP2,2022-12-19 09:30:02.995,427.354,71.234
CUP2,2022-12-19 09:37:19.189,428.247,72.054
CUP2,2022-12-19 09:40:09.727,428.881,72.828
CUP2,2022-12-19 09:48:40.959,429.562,73.539
CUP2,2022-12-19 09:50:56.286,430.17,74.264
CUP2,2022-12-19 09:59:57.675,430.718,74.98
CUP2,2022-12-19 10:04:33.637,431.324,75.62
CUP2,2022-12-19 10:09:09.524,431.973,76.234
CUP2,2022-12-19 10:10:04.642,432.594,76.898
CUP2,2022-12-19 10:15:00.547,433.258,77.453
CUP2,2022-12-19 10:22:41.791,433.973,78.136
CUP2,2022-12-19 10:27:12.494,434.614,78.698
CUP2,2022-12-19 10:31:43.435,435.25,79.349
CUP2,2022-12-19 10:35:09.051,435.861,79.869
CUP2,2022-12-19 10:40:50.090,436.587,80.52
CUP2,2022-12-19 10:49:52.665,437.329,81.053
CUP2,2022-12-19 10:52:07.940,438.003,81.71
CUP2,2022-12-19 10:55:03.330,438.576,82.24
CUP2,2022-12-19 11:00:04.233,439.111,82.807
CUP2,2022-12-19 11:08:00.446,439.658,83.352
CUP2,2022-12-19 11:10:00.828,440.263,83.952
CUP2,2022-12-19 11:17:07.053,440.652,84.307
CUP2,2022-12-19 11:20:02.634,441.142,84.814
CUP2,2022-12-19 11:26:08.498,441.612,85.275
CUP2,2022-12-19 11:30:49.167,442.08,85.713
CUP2,2022-12-19 11:35:04.839,442.624,86.262
CUP2,2022-12-19 11:41:16.041,442.96,86.476
CUP2,2022-12-19 11:45:46.786,443.321,86.8
CUP2,2022-12-19 17:29:24.813,437.176,87.171
CUP2,2022-12-19 17:30:04.911,430.083,86.147
CUP2,2022-12-19 17:35:00.731,422.088,83.702
CUP2,2022-12-19 17:41:01.877,426.049,81.78
CUP2,2022-12-19 17:46:37.830,426.382,80.673
CUP2,2022-12-19 17:50:03.475,425.456,79.628
CUP2,2022-12-19 17:56:44.786,425.729,78.907
CUP2,2022-12-19 18:00:05.397,427.166,78.66
CUP2,2022-12-19 18:14:11.340,427.857,78.4
CUP2,2022-12-19 18:15:01.541,428.212,78.4
CUP2,2022-12-19 18:29:18.711,427.289,78.4
CUP2,2022-12-19 18:32:09.641,426.807,78.089
CUP2,2022-12-19 18:35:38.216,428.149,78.0
CUP2,2022-12-19 19:00:26.072,426.001,77.762
CUP2,2022-12-19 19:05:25.709,423.906,77.2
CUP2,2022-12-19 19:12:36.912,423.362,76.454
CUP2,2022-12-19 19:16:52.726,422.655,75.742
CUP2,2022-12-19 19:20:03.213,421.805,75.6
CUP2,2022-12-19 21:29:22.940,425.299,75.35
CUP2,2022-12-19 21:33:43.728,424.387,74.905
CUP2,2022-12-19 21:39:29.633,420.738,74.233
CUP2,2022-12-19 21:40:09.789,421.784,73.593
CUP2,2022-12-19 21:48:06.174,419.72,72.943
CUP2,2022-12-19 21:50:01.497,419.993,72.4
CUP2,2022-12-20 13:33:27.314,420.745,72.4
CUP2,2022-12-20 13:35:07.753,418.357,71.877
CUP2,2022-12-20 14:44:54.219,418.916,71.6
CUP2,2022-12-20 14:45:29.303,417.859,70.976
CUP2,2022-12-20 14:50:00.228,418.537,70.4
CUP2,2022-12-20 17:23:29.693,419.258,70.4
CUP2,2022-12-20 17:25:00.146,416.922,69.924
CUP2,2022-12-20 17:30:16.149,417.595,69.373
CUP2,2022-12-20 17:35:07.896,426.22,70.138
CUP2,2022-12-20 17:41:29.477,428.563,71.471
CUP2,2022-12-20 17:46:00.202,430.145,72.78
CUP2,2022-12-20 17:50:35.980,431.302,73.8
CUP2,2022-12-20 17:55:01.760,433.088,75.413
CUP2,2022-12-20 18:01:52.980,434.544,76.705
CUP2,2022-12-20 18:06:23.674,436.034,78.028
CUP2,2022-12-20 18:10:54.467,436.787,79.166
CUP2,2022-12-20 18:15:25.258,438.817,80.458
CUP2,2022-12-20 18:20:01.024,432.715,80.992
CUP2,2022-12-20 18:25:36.090,430.73,80.465
CUP2,2022-12-20 18:31:08.782,430.188,80.06
CUP2,2022-12-22 17:04:17.012,429.676,80.0
CUP2,2022-12-22 17:05:02.183,428.076,79.713
CUP2,2022-12-22 17:34:49.502,439.21,84.8
CUP2,2022-12-22 17:35:19.786,436.188,84.667
CUP2,2022-12-22 17:49:09.368,435.467,84.4
CUP2,2022-12-22 17:50:04.547,434.597,84.1
CUP2,2022-12-22 17:56:16.036,434.293,83.74
CUP2,2022-12-22 18:56:08.408,434.528,83.6
CUP2,2022-12-22 19:00:29.350,431.652,82.989
CUP2,2022-12-22 19:07:35.550,432.122,82.4
CUP2,2022-12-22 21:41:49.246,449.54,96.267
CUP2,2022-12-22 21:45:00.054,447.63,95.787
CUP2,2022-12-22 21:51:46.215,447.221,95.239
CUP2,2022-12-22 21:56:07.081,447.464,94.827
CUP2,2022-12-22 22:10:51.206,447.571,94.8
CUP2,2022-12-22 22:19:28.200,445.987,94.536
CUP2,2022-12-22 22:22:18.634,443.174,93.627
CUP2,2022-12-22 22:25:15.067,442.103,92.738
CUP2,2022-12-22 22:30:56.069,436.683,91.22
CUP2,2022-12-22 22:35:16.832,428.018,88.56
CUP2,2022-12-22 22:40:58.055,421.955,84.522
CUP2,2022-12-22 22:48:09.420,422.126,81.745
CUP2,2022-12-22 22:53:55.528,416.792,78.597
CUP2,2022-12-22 22:55:20.872,420.057,77.007
CUP2,2022-12-22 23:02:32.229,410.941,73.986
CUP2,2022-12-22 23:06:48.273,403.76,69.933
CUP2,2022-12-22 23:10:04.121,407.017,67.046
CUP2,2022-12-22 23:15:24.991,402.246,64.276
CUP2,2022-12-22 23:21:11.127,401.536,62.312
CUP2,2022-12-22 23:25:26.819,402.006,60.514
CUP2,2022-12-22 23:31:13.161,404.696,59.6
CUP2,2022-12-23 12:51:59.234,405.005,58.914
CUP2,2022-12-23 12:56:15.068,403.247,57.728
CUP2,2022-12-23 13:03:41.547,404.52,57.293
CUP2,2022-12-23 13:09:27.596,401.234,56.828
CUP2,2022-12-23 13:10:53.147,402.624,56.4
CUP2,2022-12-23 15:36:58.868,401.085,55.557
CUP2,2022-12-23 15:41:19.910,401.209,54.575
CUP2,2022-12-23 15:48:21.373,401.605,54.302
CUP2,2022-12-23 15:50:01.746,401.635,54.0
CUP2,2022-12-23 15:55:32.851,398.975,53.649
CUP2,2022-12-23 16:02:44.135,398.367,52.8
CUP2,2022-12-25 11:24:33.094,401.544,52.56
CUP2,2022-12-25 11:25:03.230,396.706,51.982
CUP2,2022-12-25 11:30:19.383,398.197,51.414
CUP2,2022-12-25 11:37:30.804,395.321,50.679
CUP2,2022-12-25 11:41:46.636,397.308,50.4
CUP2,2022-12-25 14:13:56.590,398.662,50.277
CUP2,2022-12-25 14:16:52.365,398.221,50.0
CUP2,2022-12-25 14:21:08.120,397.271,49.956
CUP2,2022-12-25 14:25:48.171,393.671,48.875
CUP2,2022-12-25 14:32:49.602,396.183,48.4
CUP2,2022-12-25 21:08:13.503,429.464,78.356
CUP2,2022-12-26 11:44:50.634,427.194,77.2
CUP2,2022-12-26 11:49:06.797,423.719,76.9
CUP2,2022-12-26 11:50:32.119,425.679,76.4
CUP2,2022-12-26 12:08:05.097,425.828,76.33
CUP2,2022-12-26 12:11:00.893,421.967,75.51
CUP2,2022-12-26 12:15:16.602,419.214,74.195
CUP2,2022-12-26 12:20:57.567,413.226,72.549
CUP2,2022-12-26 12:25:18.428,402.934,68.688
CUP2,2022-12-26 12:30:04.192,397.424,64.548
CUP2,2022-12-26 12:35:19.992,400.543,61.578
CUP2,2022-12-26 12:41:01.089,390.103,57.923
CUP2,2022-12-26 12:45:22.158,385.709,52.023
CUP2,2022-12-26 12:50:02.902,386.344,47.667
CUP2,2022-12-26 12:55:24.033,385.009,44.927
CUP2,2022-12-26 13:02:35.601,379.886,40.8
CUP2,2022-12-26 13:06:52.482,383.233,37.951
CUP2,2022-12-26 13:11:08.287,387.377,36.629
CUP2,2022-12-26 13:16:59.564,386.485,35.029
CUP2,2022-12-26 13:20:00.142,387.54,34.45
CUP2,2022-12-26 14:55:22.669,390.402,33.6
CUP2,2022-12-26 16:26:44.689,389.412,33.747
CUP2,2022-12-26 16:32:30.709,388.37,33.174
CUP2,2022-12-26 16:35:26.393,388.243,32.538
CUP2,2022-12-26 16:40:27.572,387.563,31.92
CUP2,2022-12-26 16:47:38.847,387.171,31.319
CUP2,2022-12-26 16:50:34.409,386.093,30.614
CUP2,2022-12-26 16:55:00.912,386.527,29.768
CUP2,2022-12-26 17:00:32.149,386.472,29.387
CUP2,2022-12-26 17:05:03.123,384.74,28.547
CUP2,2022-12-26 17:12:04.558,384.068,27.616
CUP2,2022-12-26 17:15:00.038,383.051,26.623
CUP2,2022-12-26 17:22:06.795,384.552,26.0
CUP2,2022-12-26 17:32:26.869,385.685,25.853
CUP2,2022-12-26 17:38:08.091,385.624,25.6
CUP2,2022-12-26 17:40:13.480,392.68,26.112
CUP2,2022-12-26 17:45:04.035,392.783,27.387
CUP2,2022-12-26 17:51:35.168,394.031,28.683
CUP2,2022-12-26 17:56:15.839,394.599,30.12
CUP2,2022-12-26 18:00:36.543,395.214,31.512
CUP2,2022-12-26 18:05:13.299,395.771,32.959
CUP2,2022-12-26 18:10:04.048,396.319,34.379
CUP2,2022-12-26 18:16:35.178,396.896,35.766
CUP2,2022-12-26 18:21:06.002,397.462,37.18
CUP2,2022-12-26 18:25:36.720,398.063,38.6
CUP2,2022-12-26 18:30:07.481,398.706,40.0
CUP2,2022-12-26 18:35:03.427,399.398,41.42
CUP2,2022-12-26 18:41:34.567,400.125,42.827
CUP2,2022-12-26 18:46:00.314,400.903,44.228
CUP2,2022-12-26 18:50:30.899,401.756,45.655
CUP2,2022-12-26 18:55:06.644,402.686,47.02
CUP2,2022-12-26 19:00:02.677,403.688,48.433
CUP2,2022-12-26 19:06:24.097,404.767,49.789
CUP2,2022-12-26 19:11:00.028,406.046,51.166
CUP2,2022-12-26 19:15:30.696,407.448,52.556
CUP2,2022-12-26 19:20:02.355,408.694,53.69
CUP2,2022-12-26 19:26:58.327,410.4,55.32
CUP2,2022-12-26 19:31:24.141,411.782,56.674
CUP2,2022-12-26 19:35:54.930,413.125,58.041
CUP2,2022-12-26 19:40:30.654,414.474,59.39
CUP2,2022-12-26 19:45:01.269,415.789,60.689
CUP2,2022-12-26 19:51:47.289,417.516,62.359
CUP2,2022-12-26 19:56:23.183,418.686,63.462
CUP2,2022-12-26 20:03:09.343,420.227,64.958
CUP2,2022-12-26 20:05:29.888,421.524,66.14
CUP2,2022-12-26 20:10:00.621,422.935,67.46
CUP2,2022-12-26 20:16:46.547,424.363,68.793
CUP2,2022-12-26 20:21:17.184,425.763,70.12
CUP2,2022-12-26 20:25:48.025,427.167,71.444
CUP2,2022-12-26 20:30:23.732,428.575,72.747
CUP2,2022-12-26 20:35:04.509,429.868,73.992
CUP2,2022-12-26 20:41:41.838,431.614,75.56
CUP2,2022-12-26 20:46:17.746,432.907,76.64
CUP2,2022-12-26 20:50:48.447,433.987,77.64
CUP2,2022-12-26 23:16:00.096,427.736,78.182
CUP2,2022-12-28 08:17:41.782,423.381,77.324
CUP2,2022-12-28 08:21:52.929,424.211,76.605
CUP2,2022-12-28 08:26:13.903,424.459,76.0
CUP2,2022-12-28 08:30:20.908,423.743,75.572
CUP2,2022-12-28 08:35:57.588,421.048,74.786
CUP2,2022-12-28 08:43:04.193,421.863,73.94
CUP2,2022-12-28 08:45:09.676,422.535,73.6
CUP2,2022-12-28 08:57:22.419,421.771,73.462
CUP2,2022-12-28 09:01:43.704,420.034,72.859
CUP2,2022-12-28 09:09:43.786,421.312,72.467
CUP2,2022-12-28 09:10:04.859,421.15,72.4
CUP2,2022-12-28 09:17:23.693,420.357,72.25
CUP2,2022-12-28 09:20:19.238,418.329,71.656
CUP2,2022-12-28 09:29:00.735,418.018,70.948
CUP2,2022-12-28 09:30:48.888,417.682,70.4
CUP2,2022-12-28 09:35:05.039,418.32,70.0
CUP2,2022-12-28 09:41:19.339,417.041,69.685
CUP2,2022-12-28 09:45:40.062,417.65,69.2
CUP2,2022-12-28 11:03:08.293,417.676,68.933
CUP2,2022-12-28 11:06:04.033,414.937,67.867
CUP2,2022-12-28 11:10:24.929,414.697,67.4
CUP2,2022-12-28 11:16:06.182,414.211,66.783
CUP2,2022-12-28 11:20:26.954,413.558,66.246
CUP2,2022-12-28 11:27:22.099,413.991,65.987
CUP2,2022-12-28 11:31:43.118,413.255,65.6
CUP2,2022-12-28 11:35:59.012,412.328,65.024
CUP2,2022-12-28 11:40:20.026,412.085,64.486
CUP2,2022-12-28 11:46:06.211,413.112,64.2
CUP2,2022-12-28 11:50:22.051,413.323,64.0
CUP2,2022-12-28 13:08:28.400,411.871,63.726
CUP2,2022-12-28 13:12:43.295,408.455,63.05
CUP2,2022-12-28 13:17:04.262,406.527,61.991
CUP2,2022-12-28 13:20:04.813,407.055,60.985
CUP2,2022-12-28 13:28:36.506,407.653,60.584
CUP2,2022-12-28 13:56:24.421,405.33,59.956
CUP2,2022-12-28 14:00:30.148,404.964,59.088
CUP2,2022-12-28 14:09:06.728,402.992,58.027
CUP2,2022-12-28 14:10:32.080,402.911,57.4
CUP2,2023-01-04 12:34:39.090,406.604,57.2
CUP2,2023-01-04 12:36:03.353,403.039,56.983
CUP2,2023-01-04 12:46:40.411,405.389,56.4
CUP2,2023-01-04 16:06:36.435,402.899,55.86
CUP2,2023-01-04 16:10:57.729,401.545,55.391
CUP2,2023-01-04 16:33:22.634,402.13,55.2
CUP2,2023-01-04 16:35:03.283,399.797,54.66
CUP2,2023-01-04 16:42:00.104,398.556,53.754
CUP2,2023-01-04 16:49:16.439,397.98,52.931
CUP2,2023-01-04 17:03:17.608,398.631,52.54
CUP2,2023-01-04 17:05:03.132,398.987,52.4
CUP2,2023-01-04 17:28:35.017,399.022,52.35
CUP2,2023-01-04 17:30:05.402,398.163,52.0
CUP2,2023-01-04 18:01:23.577,397.182,51.571
CUP2,2023-01-04 18:07:09.849,395.559,50.676
CUP2,2023-01-04 18:10:00.400,396.149,49.986
CUP2,2023-01-04 18:15:01.338,397.044,49.6
CUP2,2023-01-04 18:23:43.945,396.263,49.6
CUP2,2023-01-04 18:26:39.604,395.961,49.27
CUP2,2023-01-04 18:33:48.174,394.986,48.743
CUP2,2023-01-04 18:35:58.255,395.159,48.292
CUP2,2023-01-04 18:40:19.173,395.737,48.0
CUP2,2023-01-04 18:46:20.102,394.052,47.509
CUP2,2023-01-04 18:50:40.970,395.427,47.2
CUP2,2023-01-05 14:03:54.732,395.337,46.9
CUP2,2023-01-05 14:05:24.139,393.074,46.12
CUP2,2023-01-05 14:11:05.198,393.703,45.42
CUP2,2023-01-05 14:22:57.632,393.424,45.0
CUP2,2023-01-05 14:25:53.132,393.52,44.8
CUP2,2023-01-05 14:32:21.457,393.079,44.46
CUP2,2023-01-05 14:35:17.035,392.652,44.0
CUP2,2023-01-05 14:44:22.644,394.554,44.0
CUP2,2023-01-05 14:45:52.944,392.365,43.708
CUP2,2023-01-05 14:50:08.663,391.76,42.905
CUP2,2023-01-05 14:55:55.119,392.16,42.414
CUP2,2023-01-05 16:13:30.456,391.805,42.156
CUP2,2023-01-05 16:15:00.777,391.903,41.74
CUP2,2023-01-06 10:29:34.868,393.523,41.6
CUP2,2023-01-06 10:33:55.786,391.214,41.425
CUP2,2023-01-06 10:48:04.850,391.419,40.922
CUP2,2023-01-06 10:53:51.121,391.031,40.584
CUP2,2023-01-06 11:18:50.976,390.14,40.143
CUP2,2023-01-06 11:20:21.502,389.516,39.607
CUP2,2023-01-06 11:26:02.622,389.808,38.57
CUP2,2023-01-06 14:34:58.529,390.955,38.489
CUP2,2023-01-06 14:35:03.542,389.647,37.986
CUP2,2023-01-06 14:43:35.467,388.922,37.179
CUP2,2023-01-06 14:45:05.761,390.513,36.8
CUP2,2023-01-07 13:39:37.946,392.0,37.2
CUP2,2023-01-07 13:43:05.708,389.902,37.01
CUP2,2023-01-07 13:47:27.003,388.736,36.42
CUP2,2023-01-07 13:50:22.639,388.904,36.0
CUP2,2023-01-07 14:04:16.922,389.421,36.0
CUP2,2023-01-07 14:09:58.676,388.565,35.451
CUP2,2023-01-07 14:10:03.687,388.371,34.727
CUP2,2023-01-07 14:17:09.944,387.13,33.966
CUP2,2023-01-07 14:20:05.482,386.759,33.172
CUP2,2023-01-07 14:25:51.695,386.914,32.251
CUP2,2023-01-07 14:30:07.535,387.628,32.0
CUP2,2023-01-07 16:20:25.297,388.075,31.505
CUP2,2023-01-07 16:26:11.250,385.161,30.373
CUP2,2023-01-07 16:30:37.217,384.185,29.207
CUP2,2023-01-07 16:35:02.971,385.699,28.773
CUP2,2023-01-07 16:41:41.011,386.23,28.21
CUP2,2023-01-07 16:45:06.823,387.281,28.0
CUP2,2023-01-08 18:05:49.935,387.941,28.8
CUP2,2023-01-08 18:20:49.990,387.484,28.576
CUP2,2023-01-08 18:25:06.164,387.189,28.4
CUP2,2023-01-09 17:06:20.088,385.836,27.823
CUP2,2023-01-09 17:10:40.943,384.28,27.354
CUP2,2023-01-09 17:36:27.782,385.33,26.966
CUP2,2023-01-09 17:40:48.639,384.607,26.483
CUP2,2023-01-11 15:19:19.753,387.087,26.8
CUP2,2023-01-11 15:20:50.218,384.567,26.329
CUP2,2023-01-11 15:36:24.381,384.499,25.73
CUP2,2023-01-11 15:42:48.479,392.915,26.4
CUP2,2023-01-11 15:45:03.917,394.241,27.424
CUP2,2023-01-11 15:51:50.179,395.22,28.807
CUP2,2023-01-11 15:56:21.270,395.889,30.21
CUP2,2023-01-11 16:00:52.046,396.453,31.647
CUP2,2023-01-11 16:05:27.767,396.961,33.062
CUP2,2023-01-11 16:10:04.685,397.449,34.438
CUP2,2023-01-11 16:16:50.838,398.156,36.162
CUP2,2023-01-11 16:21:21.615,398.618,37.336
CUP2,2023-01-11 16:25:57.287,399.188,38.753
CUP2,2023-01-11 16:30:28.150,398.759,40.043
CUP2,2023-01-11 16:37:32.780,392.96,40.106
CUP2,2023-01-12 17:43:38.873,392.237,40.0
CUP2,2023-01-12 17:45:14.389,390.763,40.163
CUP2,2023-01-12 17:52:15.818,390.11,39.431
CUP2,2023-01-12 17:55:11.267,390.258,38.885
CUP2,2023-01-12 18:00:44.953,389.846,38.49
CUP2,2023-01-12 18:05:00.742,390.83,38.0
CUP2,2023-01-12 18:10:47.071,389.92,37.686
CUP2,2023-01-12 18:18:38.785,390.06,37.411
CUP2,2023-01-12 18:21:29.442,389.221,37.2
CUP2,2023-01-12 18:54:11.538,390.66,36.851
CUP2,2023-01-12 18:55:07.381,389.378,36.553
CUP2,2023-01-12 19:00:53.581,388.357,35.919
CUP2,2023-01-12 19:09:30.162,388.938,35.229
CUP2,2023-01-13 07:05:32.370,388.826,33.882
CUP2,2023-01-13 07:12:43.703,386.086,32.81
CUP2,2023-01-13 07:15:39.259,388.229,32.149
CUP2,2023-01-13 07:20:04.920,389.249,32.0
CUP2,2023-01-13 07:25:41.208,389.343,31.661
CUP2,2023-01-13 07:31:27.115,388.358,31.571
CUP2,2023-01-13 07:35:53.595,386.475,30.937
CUP2,2023-01-13 07:40:04.539,386.672,29.96
CUP2,2023-01-13 07:47:16.122,386.893,29.6
CUP2,2023-01-13 11:35:28.785,428.034,78.115
CUP2,2023-01-13 13:59:31.677,426.828,77.809
CUP2,2023-01-13 14:01:01.983,426.205,77.338
CUP2,2023-01-13 14:05:17.752,424.722,76.461
CUP2,2023-01-13 14:11:04.321,425.323,76.0
CUP2,2023-01-13 14:46:41.822,424.587,75.611
CUP2,2023-01-13 14:53:53.504,423.827,75.126
CUP2,2023-01-13 14:57:17.132,422.815,74.476
CUP2,2023-01-13 15:00:07.613,423.149,74.0
CUP2,2023-01-13 19:46:14.842,422.48,73.764
CUP2,2023-01-13 19:50:35.644,419.702,72.86
CUP2,2023-01-13 19:56:22.186,418.569,71.645
CUP2,2023-01-13 20:02:03.352,419.525,71.2
CUP2,2023-01-13 23:48:26.451,419.672,70.933
CUP2,2023-01-13 23:51:22.024,417.878,70.31
CUP2,2023-01-13 23:55:37.843,416.053,69.498
CUP2,2023-01-14 00:00:03.906,416.781,68.8
CUP2,2023-01-19 20:49:46.545,385.729,24.8
CUP2,2023-01-19 20:51:16.951,384.212,24.4
CUP2,2023-01-19 20:55:32.724,381.386,23.571
CUP2,2023-01-19 21:00:03.702,382.32,22.824
CUP2,2023-01-19 21:22:32.009,382.746,22.4
